Train_Number_All,isReturn,isOneway,dept_datetime
B,1,0,2019/9/28
I,1,0,2019/9/28
G,1,0,2019/9/28
B,1,1,2019/9/29
G,1,0,2019/9/29
D,1,1,2019/9/29
K,1,0,2019/9/30
B,1,0,2019/9/30
I,1,1,2019/9/30
G,1,0,2010/1/19
B,0,0,2010/2/19
I,1,0,2010/5/19
B,1,0,2010/6/19
B,1,0,2010/10/19
G,1,0,2010/10/19
B,1,0,2019/10/13
C,1,0,2019/10/13
B,1,0,2019/10/16
G,0,0,2019/10/20
B,1,0,2019/10/21
K,1,0,2019/10/22
B,1,0,2019/10/22
A,0,0,2010/5/18
M,0,0,2018/10/26
A,0,0,2018/10/26
E,1,0,2019/2/16
H,0,0,2003/1/19
J,0,0,2003/9/19
H,0,0,2019/3/22
H,0,0,2019/3/29
H,0,0,2004/5/19
H,0,0,2005/10/19
E,0,0,2019/6/15
F,0,0,2019/8/23
H,0,0,2019/8/31
H,0,0,2019/9/23
A,0,0,2018/9/28
H,0,0,2010/5/18
F,0,0,2010/11/18
A,0,0,2018/10/15
H,0,0,2018/10/19
E,1,0,2011/8/18
F,0,0,2018/11/30
A,0,0,2018/12/16
E,0,0,2001/4/19
E,0,1,2019/1/17
H,0,0,2019/1/17
F,0,0,2019/1/18
E,0,0,2019/1/19
H,0,1,2019/1/20
F,1,0,2019/1/24
H,0,0,2019/1/26
M,0,0,2019/2/14
E,0,0,2019/2/15
F,0,0,2019/2/15
E,0,0,2019/2/28
M,0,0,2003/1/19
J,0,0,2003/8/19
E,0,1,2019/3/17
E,0,0,2019/3/18
H,0,0,2019/3/19
J,0,0,2019/3/20
E,0,0,2019/3/25
F,0,0,2019/3/29
H,1,0,2004/8/19
E,0,0,2005/1/19
F,0,0,2019/5/16
M,0,0,2019/5/17
H,0,0,2019/5/18
E,1,0,2019/5/19
F,0,0,2019/6/16
F,0,0,2019/6/20
F,0,0,2007/5/19
E,0,0,2007/9/19
F,0,0,2007/12/19
F,0,0,2019/7/18
F,0,0,2019/7/28
E,0,0,2008/2/19
E,0,0,2008/8/19
J,0,0,2008/9/19
H,0,0,2008/9/19
F,0,0,2009/5/19
M,0,0,2019/9/27
E,1,0,2010/3/19
M,0,0,2010/3/19
H,0,0,2010/3/19
J,0,0,2010/2/18
L,0,0,2010/11/18
E,0,0,2018/10/15
E,0,0,2018/10/17
A,0,0,2018/10/25
H,0,0,2018/10/29
F,0,0,2018/11/15
M,0,1,2018/11/23
E,1,0,2018/11/26
H,0,0,2018/11/26
M,0,1,2012/10/18
A,1,0,2018/12/13
H,0,0,2001/1/19
H,0,0,2001/10/19
J,0,0,2001/12/19
E,0,0,2019/1/14
H,0,1,2019/1/23
F,0,0,2003/1/19
E,1,0,2019/3/16
F,0,0,2019/3/16
J,1,0,2019/3/21
H,1,0,2019/3/23
H,0,0,2019/3/28
E,0,0,2004/4/19
E,0,0,2004/10/19
F,0,1,2019/4/16
H,0,0,2019/4/21
E,0,0,2019/4/24
E,0,0,2019/5/18
E,0,0,2019/5/20
H,0,0,2006/2/19
J,1,0,2006/3/19
E,0,0,2019/6/13
H,0,0,2019/6/17
F,0,0,2019/6/22
H,1,0,2019/6/22
E,0,0,2019/7/15
F,0,0,2019/7/19
H,0,0,2019/7/20
E,0,0,2019/7/26
M,0,0,2019/7/26
A,0,0,2019/7/26
E,0,0,2008/6/19
E,0,0,2008/7/19
M,0,0,2008/8/19
F,0,0,2019/8/21
H,0,0,2009/3/19
H,0,0,2019/9/18
H,0,1,2010/2/19
E,0,0,2010/9/19
E,0,0,2010/10/19
H,1,0,2019/10/14
H,0,0,2011/12/18
M,1,0,2012/1/18
F,0,0,2012/4/18
F,0,0,2012/11/18
J,0,0,2012/11/18
E,0,0,2018/12/17
F,0,0,2001/10/19
F,0,0,2019/1/20
J,1,0,2004/4/19
F,0,0,2019/4/25
F,1,0,2006/4/19
E,0,0,2019/7/20
F,0,0,2019/7/20
H,0,0,2019/8/26
H,0,1,2009/7/19
E,0,0,2009/8/19
H,0,0,2019/9/28
F,0,0,2012/6/18
H,0,0,2012/11/18
F,0,0,2018/12/17
A,0,0,2018/12/22
F,0,0,2001/2/19
E,0,0,2019/1/16
E,0,0,2019/1/18
E,0,0,2019/2/20
F,0,0,2003/10/19
F,0,0,2019/3/13
E,0,0,2019/3/14
M,0,0,2019/3/16
H,0,0,2019/3/18
E,0,0,2019/3/29
A,1,0,2006/2/19
E,0,1,2019/6/14
E,0,0,2019/6/18
E,0,0,2009/1/19
M,0,0,2009/9/19
E,1,0,2018/10/20
F,0,0,2018/11/28
M,0,0,2012/8/18
E,0,0,2012/11/18
E,0,0,2012/11/18
J,0,0,2018/12/16
E,0,0,2018/12/19
F,0,1,2019/1/31
E,1,0,2002/5/19
J,0,0,2019/3/23
H,0,0,2019/3/26
F,1,0,2004/11/19
J,0,0,2006/4/19
H,0,0,2019/6/13
E,0,0,2019/6/19
E,0,0,2019/7/21
A,1,0,2019/8/17
A,0,0,2019/9/19
E,0,0,2018/10/13
J,0,0,2019/1/25
E,0,0,2002/1/19
J,1,0,2019/2/26
F,0,0,2019/5/24
E,1,0,2006/5/19
A,0,0,2006/10/19
H,0,0,2019/8/30
E,1,0,2009/5/19
J,0,0,2010/4/19
J,0,0,2018/11/22
M,0,1,2018/12/23
J,0,0,2019/1/18
F,0,0,2004/12/19
A,0,0,2008/3/19
E,0,0,2006/8/19
J,0,0,2008/6/19
H,0,0,2019/7/22
E,0,0,2001/6/19
A,0,0,2012/1/18
E,1,0,2001/12/19
H,0,0,2006/3/19
J,0,0,2010/9/18
M,1,0,2018/11/22
E,0,0,2018/10/18
F,0,0,2019/1/27
J,0,0,2007/6/19
M,0,0,2018/12/14
J,0,0,2019/3/26
J,0,0,2010/8/19
E,1,1,2019/2/17
E,0,0,2019/2/14
A,0,0,2008/1/19
H,0,0,2010/11/18
J,0,0,2018/10/28
I,0,0,2018/12/25
L,1,0,2012/10/18
H,1,0,2002/8/19
J,0,1,2002/12/19
L,0,1,2019/8/18
G,1,0,2018/9/29
G,1,1,2010/1/18
K,1,0,2010/2/18
C,1,0,2010/2/18
G,1,0,2010/11/18
B,0,0,2018/10/14
G,1,0,2018/10/21
B,1,0,2018/10/23
B,0,0,2018/10/24
G,1,0,2018/10/24
B,1,0,2018/10/25
B,1,0,2018/10/26
B,1,0,2018/10/28
K,1,0,2018/10/29
B,1,0,2018/10/30
B,1,0,2011/1/18
D,0,0,2011/2/18
B,1,0,2011/3/18
D,1,0,2011/6/18
I,1,0,2011/11/18
I,1,0,2011/12/18
G,1,0,2011/12/18
D,1,0,2011/12/18
C,1,0,2018/11/15
D,1,0,2018/11/16
I,0,0,2018/11/19
I,1,0,2018/11/20
B,1,0,2018/11/22
B,1,0,2018/11/23
G,0,0,2018/11/28
D,0,0,2018/11/28
C,0,0,2012/1/18
C,1,0,2012/2/18
I,1,0,2012/3/18
D,1,0,2012/3/18
I,1,0,2012/7/18
G,1,0,2012/7/18
D,1,0,2012/8/18
B,1,0,2012/9/18
I,1,0,2012/12/18
G,1,0,2012/12/18
G,1,0,2018/12/13
C,1,0,2018/12/14
G,0,0,2018/12/14
I,1,0,2018/12/15
D,1,0,2018/12/15
K,1,0,2018/12/16
D,0,0,2018/12/17
K,1,0,2018/12/18
I,1,0,2018/12/18
G,1,0,2018/12/19
C,1,0,2018/12/23
D,1,0,2018/12/23
D,1,0,2018/12/26
G,1,0,2018/12/30
D,1,0,2018/12/30
B,1,0,2018/12/31
I,1,0,2018/12/31
C,1,0,2018/12/31
K,1,0,2001/1/19
I,1,1,2001/1/19
B,1,0,2001/2/19
G,1,0,2001/5/19
I,1,0,2001/6/19
D,1,0,2001/6/19
G,1,0,2001/8/19
K,1,0,2019/1/14
I,1,0,2019/1/15
G,1,0,2019/1/15
D,1,0,2019/1/17
B,1,0,2019/1/18
D,1,0,2019/1/20
G,1,0,2019/1/21
G,1,0,2019/1/24
B,1,1,2019/1/26
B,1,0,2019/1/28
G,0,0,2002/4/19
G,1,0,2002/5/19
D,1,0,2002/10/19
B,1,0,2002/12/19
G,1,0,2002/12/19
B,1,0,2019/2/17
I,1,0,2019/2/18
D,1,0,2019/2/18
B,1,0,2019/2/20
D,1,0,2019/2/22
I,1,0,2019/2/24
I,1,0,2019/2/25
G,1,0,2019/2/27
I,1,0,2003/4/19
G,1,0,2003/4/19
B,1,0,2003/7/19
D,1,0,2003/8/19
B,1,0,2003/9/19
B,1,0,2003/10/19
G,1,0,2003/11/19
G,1,1,2003/12/19
B,1,1,2019/3/15
G,1,0,2019/3/16
I,1,0,2019/3/18
B,1,0,2019/3/19
G,1,0,2019/3/19
D,1,0,2019/3/19
K,1,0,2019/3/21
B,1,0,2019/3/21
G,1,0,2019/3/21
G,1,0,2019/3/22
I,1,0,2019/3/24
G,1,0,2019/3/24
G,1,0,2019/3/25
I,1,0,2019/3/28
B,1,0,2019/3/29
B,1,0,2019/3/30
G,0,0,2019/3/30
B,1,1,2019/3/31
I,0,0,2004/1/19
G,1,0,2004/1/19
G,0,1,2004/4/19
B,1,0,2004/7/19
B,1,0,2004/8/19
B,1,0,2004/11/19
G,1,0,2004/12/19
B,1,0,2019/4/14
B,1,0,2019/4/21
I,1,0,2019/4/23
I,1,0,2019/4/27
B,1,0,2005/1/19
B,1,0,2005/3/19
I,0,0,2005/3/19
B,1,0,2005/4/19
D,1,0,2005/7/19
K,1,0,2005/10/19
B,1,0,2005/10/19
I,1,0,2005/11/19
N,1,0,2019/5/13
G,1,0,2019/5/17
G,1,0,2019/5/21
B,1,0,2019/5/22
B,1,0,2019/5/23
D,0,0,2019/5/23
B,1,0,2019/5/25
B,1,1,2019/5/26
G,1,0,2006/6/19
G,1,0,2006/8/19
B,0,0,2006/9/19
B,1,0,2006/10/19
I,1,0,2006/10/19
D,1,1,2006/10/19
I,0,0,2006/11/19
D,1,0,2006/11/19
I,0,0,2006/12/19
B,1,0,2019/6/14
B,1,0,2019/6/16
D,1,0,2019/6/16
I,1,0,2019/6/19
G,0,0,2019/6/20
B,1,0,2019/6/21
C,1,0,2019/6/21
G,1,1,2019/6/22
B,1,0,2019/6/23
G,1,0,2019/6/23
D,1,0,2019/6/23
G,1,0,2019/6/24
B,1,0,2019/6/25
B,1,0,2019/6/27
G,1,0,2019/6/27
G,1,0,2019/6/28
I,0,0,2019/6/29
B,1,0,2019/6/30
I,1,0,2019/6/30
G,1,0,2019/6/30
B,1,0,2007/2/19
G,1,0,2007/2/19
I,1,0,2007/3/19
B,1,0,2007/5/19
B,1,0,2007/7/19
I,1,0,2007/12/19
I,1,1,2019/7/15
G,1,0,2019/7/15
D,1,0,2019/7/17
B,1,0,2019/7/18
D,1,1,2019/7/19
B,1,0,2019/7/22
G,0,0,2019/7/22
I,1,0,2019/7/24
I,1,0,2019/7/27
G,1,0,2019/7/28
D,0,0,2019/7/28
B,1,1,2019/7/30
I,1,0,2008/1/19
B,1,0,2008/7/19
G,0,0,2008/10/19
G,1,0,2008/11/19
I,1,0,2008/12/19
C,1,0,2008/12/19
C,1,0,2019/8/15
B,1,1,2019/8/19
I,1,1,2019/8/20
G,1,0,2019/8/22
B,1,0,2019/8/23
B,1,0,2019/8/28
G,1,0,2019/8/30
B,1,0,2009/1/19
G,1,0,2009/1/19
K,1,1,2009/2/19
B,0,0,2009/6/19
G,1,0,2009/8/19
B,1,0,2009/10/19
G,1,0,2019/9/15
D,1,0,2019/9/15
G,1,0,2019/9/16
B,1,0,2019/9/18
I,1,0,2019/9/21
G,1,0,2019/9/21
B,1,0,2019/9/22
I,0,0,2019/9/22
C,1,0,2019/9/23
G,1,0,2019/9/23
B,1,1,2019/9/24
B,1,1,2019/9/25
B,1,0,2019/9/26
B,1,0,2019/9/27
I,1,0,2019/9/28
I,1,0,2019/9/29
B,1,0,2019/9/30
G,1,0,2019/9/30
D,1,0,2010/2/19
G,1,0,2010/4/19
I,1,0,2010/5/19
B,1,0,2010/7/19
B,1,0,2010/8/19
G,1,0,2010/9/19
G,1,0,2019/10/14
D,1,0,2019/10/14
I,1,1,2019/10/16
B,1,1,2019/10/17
G,1,0,2019/10/17
G,0,0,2019/10/18
H,0,0,2010/5/18
J,0,0,2001/11/19
F,0,0,2019/1/18
M,0,0,2005/3/19
E,0,0,2005/9/19
E,0,0,2019/7/20
E,0,0,2019/8/30
H,0,0,2010/11/19
E,0,0,2018/10/17
F,1,0,2018/10/18
E,0,0,2018/10/19
H,0,1,2018/10/19
H,1,0,2018/10/25
H,1,0,2018/10/27
H,0,0,2011/12/18
F,0,0,2018/11/27
E,1,0,2012/11/18
E,0,1,2018/12/14
E,1,0,2018/12/22
H,0,0,2001/11/19
H,0,0,2001/12/19
H,0,0,2019/1/16
H,0,0,2019/1/18
H,0,0,2019/1/19
E,0,0,2019/2/15
A,0,0,2019/2/21
E,0,0,2003/8/19
F,0,0,2019/3/15
M,0,0,2019/3/15
A,0,0,2019/3/30
F,0,0,2004/5/19
H,0,1,2004/5/19
H,0,0,2004/6/19
E,0,0,2019/4/26
F,0,1,2005/2/19
H,1,0,2005/10/19
E,0,0,2019/5/24
E,0,1,2019/6/13
F,0,0,2019/6/21
F,1,0,2007/5/19
H,0,1,2007/6/19
J,0,0,2008/9/19
F,0,0,2008/10/19
F,0,0,2019/8/28
H,0,0,2019/8/30
H,0,1,2019/8/31
H,0,0,2019/9/18
F,1,1,2019/9/27
E,1,0,2010/4/19
E,0,0,2010/10/19
H,0,0,2018/9/29
F,0,0,2010/4/18
H,0,0,2018/10/20
H,0,0,2018/10/24
A,0,0,2018/10/25
E,0,0,2018/10/26
J,0,0,2018/10/26
H,0,0,2018/10/28
F,1,0,2018/10/31
A,0,0,2011/3/18
E,0,0,2018/11/16
M,0,0,2018/11/21
E,1,0,2018/11/26
F,0,0,2018/11/26
H,0,0,2018/11/26
A,0,0,2012/1/18
F,0,0,2012/2/18
M,0,0,2012/5/18
F,0,0,2012/8/18
J,0,0,2012/8/18
F,0,0,2012/12/18
E,0,1,2018/12/17
F,0,0,2018/12/17
H,0,0,2018/12/30
H,0,0,2001/1/19
M,1,0,2001/3/19
H,0,1,2001/4/19
E,0,1,2001/5/19
E,0,0,2001/12/19
M,0,0,2019/1/13
E,0,0,2019/1/19
H,0,0,2019/1/20
E,0,0,2019/1/22
A,0,0,2019/1/23
H,0,0,2002/1/19
E,0,0,2002/2/19
E,0,0,2002/4/19
E,0,1,2019/2/14
F,0,0,2019/2/14
M,0,0,2019/2/27
F,0,0,2003/5/19
F,1,0,2003/6/19
E,0,0,2019/3/13
J,0,0,2019/3/15
F,0,0,2019/3/20
E,0,0,2019/3/27
H,0,0,2019/3/27
H,0,0,2019/3/29
E,0,0,2005/1/19
H,0,0,2005/1/19
F,0,0,2019/5/17
E,0,0,2019/5/23
H,1,0,2006/5/19
E,0,1,2006/7/19
H,0,0,2006/9/19
E,0,0,2006/12/19
F,0,0,2006/12/19
H,0,0,2019/6/13
F,0,0,2019/6/14
E,1,0,2019/6/16
H,0,0,2007/9/19
E,0,1,2019/7/26
E,0,0,2008/7/19
E,0,0,2008/8/19
M,1,0,2008/8/19
A,0,0,2008/8/19
E,0,0,2019/9/18
E,1,0,2019/9/25
E,0,0,2019/9/26
H,1,0,2010/2/19
E,0,0,2010/5/19
F,0,0,2010/8/19
J,0,0,2019/10/22
F,0,0,2018/9/30
H,1,1,2010/8/18
A,0,1,2018/10/15
A,0,0,2018/12/15
E,0,0,2018/12/18
F,0,0,2018/12/19
H,0,0,2018/12/26
J,0,1,2019/2/21
E,1,0,2019/4/24
F,0,0,2007/6/19
H,0,0,2008/8/19
E,0,0,2019/8/31
E,0,0,2009/3/19
F,1,0,2009/9/19
M,0,0,2019/9/22
H,0,0,2019/10/17
F,0,0,2018/9/28
E,0,0,2018/9/30
A,0,0,2018/10/26
A,0,0,2018/11/23
J,0,1,2018/11/30
A,1,0,2012/3/18
L,0,0,2012/7/18
J,0,0,2012/7/18
H,1,0,2018/12/18
F,0,0,2018/12/20
M,0,0,2018/12/24
E,1,0,2019/2/16
H,0,0,2003/6/19
H,0,0,2003/10/19
H,0,0,2019/3/28
H,0,0,2019/3/30
J,1,0,2004/1/19
E,0,1,2019/5/19
F,0,0,2019/6/18
E,0,0,2019/6/22
E,0,0,2008/1/19
F,0,0,2008/7/19
A,0,0,2009/1/19
H,0,1,2009/4/19
H,0,1,2019/9/16
E,0,0,2018/10/20
H,0,1,2018/10/22
M,0,0,2018/11/30
E,0,0,2012/2/18
F,0,0,2012/4/18
A,0,0,2018/12/22
F,0,0,2019/1/16
M,0,0,2002/2/19
E,0,0,2003/9/19
A,0,0,2019/3/17
E,0,0,2019/3/30
E,0,0,2019/4/20
H,0,0,2019/5/25
E,0,0,2010/1/18
J,0,1,2018/11/16
E,0,0,2018/12/19
J,0,0,2018/12/21
E,0,0,2001/9/19
E,0,0,2019/2/15
E,0,0,2004/6/19
H,0,0,2019/4/20
E,1,0,2019/5/13
J,0,0,2019/5/24
E,0,0,2006/6/19
E,0,0,2008/3/19
H,0,0,2019/8/24
E,0,0,2019/9/28
H,0,0,2018/11/16
E,0,0,2018/11/17
F,0,1,2018/12/14
J,0,0,2018/12/22
J,0,0,2019/1/24
E,0,0,2019/6/20
E,0,0,2019/6/30
J,0,0,2008/2/19
F,0,0,2019/1/14
H,0,0,2019/8/22
A,0,0,2009/12/19
J,0,0,2018/10/31
H,0,0,2001/2/19
A,0,0,2019/1/31
M,0,0,2019/4/17
M,0,0,2010/9/19
A,0,0,2010/2/18
J,0,0,2019/6/15
M,0,0,2012/10/18
A,0,0,2018/12/21
E,0,0,2019/1/30
A,0,0,2010/9/19
J,0,0,2019/1/29
H,0,0,2019/9/19
M,0,1,2018/11/20
H,0,0,2019/7/14
E,0,0,2019/6/23
A,1,0,2018/11/17
F,0,0,2019/1/17
C,0,1,2019/3/29
B,0,1,2019/9/13
D,0,0,2002/1/19
L,1,1,2018/10/14
D,1,0,2018/9/23
B,1,0,2018/9/26
B,1,1,2010/8/18
D,1,0,2018/10/14
B,0,0,2018/10/20
D,1,0,2018/10/20
B,1,0,2018/10/21
D,1,0,2018/10/21
B,1,0,2018/10/22
B,1,0,2018/10/23
I,1,0,2018/10/24
G,1,0,2018/10/24
B,1,0,2018/10/25
B,1,0,2018/10/26
D,0,0,2018/10/26
B,1,0,2018/10/28
I,1,0,2018/10/29
I,1,0,2018/10/30
B,1,0,2011/3/18
G,1,0,2011/4/18
D,1,1,2011/5/18
B,0,0,2011/8/18
B,1,0,2011/12/18
I,1,0,2018/11/15
G,1,0,2018/11/16
D,1,0,2018/11/16
B,1,0,2018/11/17
I,1,0,2018/11/21
B,1,0,2018/11/23
C,0,0,2018/11/23
G,1,0,2018/11/23
G,1,0,2018/11/25
C,1,0,2018/11/27
I,1,0,2012/2/18
K,1,0,2012/3/18
D,1,0,2012/4/18
G,1,0,2012/6/18
G,1,0,2012/7/18
I,1,0,2012/8/18
D,1,0,2012/8/18
C,1,0,2012/10/18
I,1,0,2012/11/18
K,1,0,2012/12/18
I,1,0,2018/12/13
I,1,0,2018/12/14
G,1,1,2018/12/14
B,1,0,2018/12/15
D,1,1,2018/12/16
C,0,0,2018/12/17
D,1,0,2018/12/18
C,1,0,2018/12/19
G,1,1,2018/12/19
D,1,0,2018/12/19
K,1,0,2018/12/20
D,1,0,2018/12/23
I,1,0,2018/12/27
C,1,0,2018/12/27
K,1,0,2018/12/30
C,1,0,2018/12/30
D,1,0,2018/12/31
I,1,1,2001/1/19
B,1,0,2001/2/19
D,1,1,2001/2/19
G,1,0,2001/3/19
D,0,0,2001/3/19
B,1,0,2001/6/19
G,1,0,2001/6/19
D,1,0,2001/6/19
B,1,0,2001/8/19
I,1,1,2001/8/19
B,1,0,2001/10/19
B,1,0,2001/11/19
G,1,0,2001/11/19
B,1,1,2019/1/15
C,1,0,2019/1/20
G,1,0,2019/1/26
B,1,0,2019/1/27
G,1,0,2002/5/19
I,1,0,2002/6/19
B,1,0,2002/9/19
G,1,1,2002/9/19
B,1,0,2002/10/19
C,1,0,2002/10/19
B,1,0,2019/2/13
K,1,0,2019/2/16
G,1,0,2019/2/16
G,1,0,2019/2/17
D,1,0,2019/2/17
B,1,0,2019/2/18
I,1,0,2019/2/18
B,0,0,2019/2/19
I,1,0,2019/2/19
G,1,0,2019/2/19
I,1,0,2019/2/20
D,1,0,2019/2/22
I,1,0,2019/2/24
I,1,0,2019/2/28
K,1,0,2003/3/19
D,1,0,2003/3/19
I,1,0,2003/10/19
B,1,0,2003/11/19
G,1,0,2003/12/19
G,0,0,2019/3/13
C,1,0,2019/3/15
B,1,0,2019/3/16
B,1,0,2019/3/17
I,1,0,2019/3/17
I,1,0,2019/3/18
G,1,0,2019/3/18
B,1,0,2019/3/19
G,1,0,2019/3/19
D,1,0,2019/3/20
K,1,0,2019/3/21
G,1,0,2019/3/24
B,1,0,2019/3/25
G,1,0,2019/3/25
G,1,0,2019/3/27
D,1,0,2019/3/27
I,1,0,2019/3/28
B,1,0,2019/3/29
G,1,1,2019/3/29
B,0,1,2019/3/30
B,1,0,2019/3/31
D,1,0,2019/3/31
B,1,0,2004/2/19
G,1,0,2004/4/19
B,1,0,2004/5/19
G,1,0,2004/6/19
B,1,0,2004/7/19
G,1,0,2004/7/19
B,1,0,2004/9/19
D,1,0,2004/9/19
B,1,0,2004/10/19
I,1,0,2004/10/19
B,0,0,2019/4/15
B,1,0,2019/4/17
B,1,0,2019/4/27
B,1,0,2005/4/19
G,1,0,2005/5/19
I,1,0,2005/6/19
B,1,0,2005/9/19
B,1,0,2005/10/19
I,1,0,2005/11/19
B,0,0,2019/5/17
B,0,0,2019/5/19
G,1,0,2019/5/22
B,1,1,2019/5/24
G,1,1,2019/5/24
B,1,0,2006/1/19
B,1,0,2006/2/19
B,1,0,2006/7/19
G,0,1,2006/9/19
I,1,1,2006/10/19
B,1,0,2006/11/19
I,1,1,2006/11/19
B,0,0,2006/12/19
B,1,0,2019/6/13
G,1,0,2019/6/13
B,1,0,2019/6/14
B,1,0,2019/6/16
B,1,1,2019/6/18
B,1,0,2019/6/19
C,1,1,2019/6/22
B,1,1,2019/6/23
D,1,0,2019/6/23
B,1,0,2019/6/25
G,0,0,2019/6/25
D,1,1,2019/6/25
B,1,0,2019/6/27
I,1,0,2019/6/27
G,0,0,2019/6/27
D,1,0,2019/6/27
G,1,0,2019/6/28
B,1,0,2019/6/29
I,1,0,2019/6/30
D,1,0,2019/6/30
C,1,0,2007/3/19
I,1,0,2007/5/19
G,1,1,2007/10/19
B,1,0,2019/7/14
G,1,0,2019/7/14
B,1,1,2019/7/17
G,1,0,2019/7/19
B,1,0,2019/7/21
I,1,1,2019/7/21
I,1,0,2019/7/24
B,1,0,2019/7/25
G,0,0,2019/7/25
I,1,0,2019/7/27
D,1,0,2019/7/28
G,1,1,2019/7/30
D,1,0,2019/7/30
B,1,0,2019/7/31
I,1,0,2019/7/31
I,0,0,2008/1/19
I,1,0,2008/2/19
G,1,0,2008/2/19
G,1,1,2008/8/19
B,1,1,2008/10/19
G,1,0,2008/11/19
K,1,0,2019/8/13
C,1,0,2019/8/13
G,1,0,2019/8/15
B,1,0,2019/8/18
I,1,0,2019/8/21
B,1,0,2019/8/25
I,0,0,2019/8/25
I,1,0,2019/8/27
G,1,0,2019/8/27
B,1,0,2019/8/30
G,1,0,2019/8/31
B,1,0,2009/4/19
G,1,0,2009/4/19
B,1,0,2009/6/19
B,1,0,2009/8/19
I,1,1,2009/8/19
C,1,0,2009/8/19
K,1,0,2009/11/19
I,1,0,2009/11/19
B,1,0,2009/12/19
I,1,1,2009/12/19
G,1,0,2019/9/14
B,1,1,2019/9/15
G,0,0,2019/9/15
B,1,1,2019/9/18
B,1,0,2019/9/19
G,1,0,2019/9/20
B,1,0,2019/9/22
K,1,0,2019/9/23
G,1,0,2019/9/23
K,1,0,2019/9/24
B,1,0,2019/9/29
I,1,0,2019/9/29
G,1,0,2019/9/29
D,1,0,2019/9/29
B,1,0,2019/9/30
I,1,0,2019/9/30
I,1,0,2010/2/19
B,1,0,2010/6/19
G,1,0,2010/7/19
I,0,0,2010/8/19
D,0,0,2019/10/13
K,1,0,2019/10/14
B,1,0,2019/10/14
I,1,0,2019/10/17
G,1,0,2019/10/17
B,1,0,2019/10/19
D,1,0,2019/10/20
G,1,0,2019/10/22
H,1,0,2010/4/18
H,0,0,2010/5/18
H,0,0,2018/10/19
E,0,0,2018/12/18
H,0,0,2002/8/19
M,0,0,2003/1/19
H,0,0,2003/1/19
H,0,0,2019/3/25
E,1,0,2019/6/21
M,0,0,2019/6/21
A,0,0,2007/12/19
E,1,0,2019/7/26
A,0,1,2019/7/26
J,0,0,2008/9/19
F,1,0,2019/8/30
J,0,0,2019/8/30
M,0,0,2019/9/20
H,1,0,2010/11/19
H,0,1,2019/10/18
A,0,0,2018/9/28
F,0,0,2010/5/18
E,0,0,2010/12/18
M,0,1,2018/10/25
H,0,0,2018/10/25
M,0,0,2018/12/13
A,0,0,2001/1/19
H,0,0,2001/4/19
F,0,0,2001/5/19
H,0,0,2001/10/19
H,0,0,2001/12/19
E,0,0,2019/1/16
E,0,0,2019/1/17
F,0,0,2019/1/17
F,1,1,2019/1/19
H,0,0,2019/1/24
E,0,0,2019/2/14
H,0,0,2019/2/15
E,0,0,2019/2/21
E,0,0,2003/7/19
F,0,0,2003/7/19
H,0,0,2003/7/19
F,0,0,2003/8/19
F,0,0,2003/10/19
H,0,0,2019/3/28
H,0,1,2004/4/19
H,0,0,2019/4/25
E,0,0,2019/4/26
E,0,0,2019/4/27
F,0,0,2005/4/19
E,0,0,2005/12/19
F,0,0,2019/6/20
M,0,0,2019/6/20
E,0,0,2019/6/27
H,0,0,2007/11/19
F,0,0,2019/7/18
H,0,0,2008/2/19
F,0,1,2019/8/23
J,0,1,2019/8/26
H,0,0,2019/8/27
H,0,0,2019/8/30
E,0,0,2009/4/19
E,1,0,2009/6/19
F,0,0,2009/9/19
E,0,0,2009/11/19
F,1,0,2019/9/20
H,0,0,2019/9/21
E,0,0,2010/9/19
J,0,0,2010/1/18
E,0,0,2010/2/18
H,0,0,2018/10/17
M,1,0,2018/10/18
H,0,1,2018/10/21
J,0,0,2018/10/24
E,1,0,2018/10/25
H,0,0,2018/10/27
J,0,0,2011/11/18
M,0,0,2011/12/18
F,0,0,2018/11/15
E,0,0,2018/11/16
E,0,0,2018/11/21
F,0,0,2018/11/21
A,0,0,2012/2/18
H,0,0,2012/3/18
H,0,0,2012/12/18
E,0,0,2018/12/16
E,0,0,2001/1/19
F,0,0,2019/1/18
E,0,0,2019/1/19
F,0,0,2019/1/20
E,0,0,2002/2/19
H,0,0,2002/3/19
E,0,0,2019/2/15
H,0,0,2019/2/20
E,0,0,2019/2/25
E,0,1,2019/2/28
E,0,0,2003/9/19
E,0,0,2019/3/13
E,0,0,2019/3/23
H,1,0,2019/3/23
E,0,0,2019/3/26
E,0,0,2019/3/28
F,0,0,2019/4/17
E,0,0,2005/1/19
E,0,1,2006/5/19
H,0,0,2006/8/19
E,0,0,2006/10/19
L,0,0,2019/6/16
E,0,0,2019/6/17
E,0,0,2019/6/19
H,0,0,2019/6/19
E,0,0,2019/6/20
H,1,1,2019/6/23
F,0,0,2019/6/29
J,1,0,2007/2/19
H,1,0,2019/7/17
E,0,1,2019/7/20
E,0,0,2019/7/25
E,0,0,2019/7/29
E,0,0,2008/7/19
H,0,0,2008/7/19
A,0,0,2008/8/19
E,0,1,2008/11/19
H,0,0,2019/8/15
J,0,0,2019/8/29
H,0,0,2019/9/15
F,0,0,2019/9/16
F,0,1,2019/9/19
E,0,0,2019/9/26
F,1,1,2019/10/22
E,0,0,2010/4/18
J,1,0,2018/10/23
H,0,1,2018/10/31
